contact,month,day_of_week,duration
telephone,may,thu,33
telephone,may,thu,393
telephone,may,thu,784
telephone,may,thu,87
telephone,may,thu,108
telephone,may,thu,207
telephone,may,thu,278
telephone,may,thu,196
telephone,may,thu,149
telephone,may,thu,154
telephone,may,thu,287
telephone,may,thu,229
telephone,may,thu,21
telephone,may,thu,191
telephone,may,thu,147
telephone,may,thu,93
telephone,may,thu,665
telephone,may,thu,131
telephone,may,thu,160
telephone,may,thu,74
telephone,may,thu,60
telephone,may,thu,97
telephone,may,thu,82
telephone,may,thu,475
telephone,may,thu,111
telephone,may,thu,140
telephone,may,thu,110
telephone,may,thu,64
telephone,may,thu,149
telephone,may,thu,156
telephone,may,thu,63
telephone,may,thu,362
telephone,may,thu,712
telephone,may,thu,338
telephone,may,thu,102
telephone,may,thu,446
telephone,may,thu,249
telephone,may,thu,176
telephone,may,thu,1007
telephone,may,thu,266
telephone,may,thu,172
telephone,may,thu,175
telephone,may,thu,211
telephone,may,thu,237
telephone,may,thu,500
telephone,may,thu,186
telephone,may,thu,96
telephone,may,thu,98
telephone,may,thu,364
telephone,may,thu,477
telephone,may,thu,319
telephone,may,thu,789
telephone,may,thu,513
telephone,may,thu,280
telephone,may,thu,170
telephone,may,thu,365
telephone,may,thu,63
telephone,may,thu,159
telephone,may,thu,177
telephone,may,thu,108
telephone,may,thu,194
telephone,may,thu,366
telephone,may,thu,213
telephone,may,thu,166
telephone,may,thu,141
telephone,may,thu,168
telephone,may,thu,468
telephone,may,thu,180
telephone,may,thu,195
telephone,may,thu,352
telephone,may,thu,91
telephone,may,thu,93
telephone,may,thu,288
telephone,may,thu,218
telephone,may,thu,289
telephone,may,thu,130
telephone,may,thu,208
telephone,may,thu,177
telephone,may,thu,442
telephone,may,thu,101
telephone,may,thu,166
telephone,may,thu,756
telephone,may,thu,342
telephone,may,thu,189
telephone,may,thu,108
telephone,may,thu,178
telephone,may,thu,238
telephone,may,thu,226
telephone,may,thu,136
telephone,may,thu,14
telephone,may,thu,250
telephone,may,thu,161
telephone,may,thu,269
telephone,may,thu,491
telephone,may,thu,44
telephone,may,thu,26
telephone,may,thu,22
telephone,may,thu,293
telephone,may,thu,989
telephone,may,thu,147
telephone,may,thu,1170
telephone,may,thu,807
telephone,may,thu,347
telephone,may,thu,58
telephone,may,thu,534
telephone,may,thu,155
telephone,may,thu,159
telephone,may,thu,343
telephone,may,thu,152
telephone,may,thu,461
telephone,may,thu,389
telephone,may,thu,90
telephone,may,thu,314
telephone,may,thu,28
telephone,may,thu,30
telephone,may,thu,103
telephone,may,thu,32
telephone,may,thu,252
telephone,may,thu,20
telephone,may,thu,369
telephone,may,thu,116
telephone,may,thu,302
telephone,may,thu,31
telephone,may,thu,190
telephone,may,thu,149
telephone,may,thu,210
telephone,may,thu,180
telephone,may,thu,234
telephone,may,thu,92
telephone,may,thu,2087
telephone,may,thu,102
telephone,may,thu,193
telephone,may,thu,245
telephone,may,thu,190
telephone,may,thu,223
telephone,may,thu,42
telephone,may,thu,206
telephone,may,thu,242
telephone,may,thu,66
telephone,may,thu,173
telephone,may,thu,477
telephone,may,thu,77
telephone,may,thu,219
telephone,may,thu,205
telephone,may,thu,376
telephone,may,thu,453
telephone,may,thu,151
telephone,may,thu,767
telephone,may,thu,200
telephone,may,thu,298
telephone,may,thu,305
telephone,may,thu,627
telephone,may,thu,242
telephone,may,thu,287
telephone,may,thu,184
telephone,may,thu,119
telephone,may,thu,403
telephone,may,thu,626
telephone,may,thu,12
telephone,may,thu,266
telephone,may,thu,23
telephone,may,thu,154
telephone,may,thu,10
telephone,may,thu,301
telephone,may,thu,240
telephone,may,thu,312
telephone,may,thu,224
telephone,may,thu,202
telephone,may,thu,144
telephone,may,thu,263
telephone,may,thu,543
telephone,may,thu,257
telephone,may,thu,237
telephone,may,thu,23
telephone,may,thu,209
telephone,may,thu,1178
telephone,may,thu,442
telephone,may,thu,1120
telephone,may,thu,186
telephone,may,thu,318
telephone,may,thu,617
telephone,may,thu,226
telephone,may,thu,275
telephone,may,thu,81
telephone,may,thu,74
telephone,may,thu,285
telephone,may,thu,261
telephone,may,thu,151
telephone,may,thu,422
telephone,may,thu,159
telephone,may,thu,102
telephone,may,thu,78
telephone,may,thu,15
telephone,may,thu,352
telephone,may,thu,345
telephone,may,thu,230
telephone,may,thu,296
telephone,may,thu,185
telephone,may,thu,181
telephone,may,thu,133
telephone,may,thu,335
telephone,may,thu,139
telephone,may,thu,163
telephone,may,thu,956
telephone,may,thu,166
telephone,may,thu,95
telephone,may,thu,71
telephone,may,thu,191
telephone,may,thu,459
telephone,may,thu,100
telephone,may,thu,233
telephone,may,thu,255
telephone,may,thu,128
telephone,may,thu,56
telephone,may,thu,4
telephone,may,thu,43
telephone,may,thu,210
telephone,may,thu,21
telephone,may,thu,67
telephone,may,thu,219
telephone,may,thu,169
telephone,may,thu,248
telephone,may,thu,223
telephone,may,thu,92
telephone,may,thu,112
telephone,may,thu,205
telephone,may,thu,155
telephone,may,thu,105
telephone,may,thu,112
telephone,may,thu,383
telephone,may,thu,193
telephone,may,thu,207
telephone,may,thu,132
telephone,may,thu,10
telephone,may,thu,985
telephone,may,thu,249
telephone,may,thu,122
telephone,may,thu,300
telephone,may,thu,672
telephone,may,thu,390
telephone,may,thu,116
telephone,may,thu,21
telephone,may,thu,192
telephone,may,thu,8
telephone,may,thu,13
telephone,may,thu,369
telephone,may,thu,393
telephone,may,thu,246
telephone,may,thu,330
telephone,may,thu,91
telephone,may,thu,84
telephone,may,thu,277
telephone,may,thu,399
telephone,may,thu,89
telephone,may,thu,297
telephone,may,thu,111
telephone,may,thu,170
telephone,may,thu,141
telephone,may,thu,886
telephone,may,thu,49
telephone,may,thu,89
telephone,may,thu,341
telephone,may,thu,461
telephone,may,thu,515
telephone,may,thu,123
telephone,may,thu,179
telephone,may,thu,102
telephone,may,thu,272
telephone,may,thu,17
telephone,may,thu,291
telephone,may,thu,209
telephone,may,thu,1187
telephone,may,thu,89
telephone,may,thu,123
telephone,may,thu,200
telephone,may,thu,104
telephone,may,thu,117
telephone,may,thu,37
telephone,may,thu,51
telephone,may,thu,627
telephone,may,thu,466
telephone,may,thu,101
telephone,may,thu,303
telephone,may,thu,283
telephone,may,thu,826
telephone,may,thu,598
telephone,may,thu,120
telephone,may,thu,185
telephone,may,thu,220
telephone,may,thu,423
telephone,may,thu,337
telephone,may,thu,99
telephone,may,thu,27
telephone,may,thu,160
telephone,may,thu,201
telephone,may,thu,166
telephone,may,thu,182
telephone,may,thu,271
telephone,may,thu,103
telephone,may,thu,379
telephone,may,thu,287
telephone,may,thu,732
telephone,may,thu,126
telephone,may,thu,172
telephone,may,thu,43
telephone,may,thu,109
telephone,may,thu,191
telephone,may,thu,117
telephone,may,thu,64
telephone,may,thu,260
telephone,may,thu,207
telephone,may,thu,128
telephone,may,fri,180
telephone,may,fri,144
telephone,may,fri,110
telephone,may,fri,203
telephone,may,fri,85
telephone,may,fri,211
telephone,may,fri,94
telephone,may,fri,122
telephone,may,fri,175
telephone,may,fri,132
telephone,may,fri,130
telephone,may,fri,208
telephone,may,fri,346
telephone,may,fri,205
telephone,may,fri,218
telephone,may,fri,62
telephone,may,fri,93
telephone,may,fri,85
telephone,may,fri,97
telephone,may,fri,252
telephone,may,fri,286
telephone,may,fri,241
telephone,may,fri,283
telephone,may,fri,380
telephone,may,fri,584
telephone,may,fri,371
telephone,may,fri,274
telephone,may,fri,71
telephone,may,fri,357
telephone,may,fri,617
telephone,may,fri,215
telephone,may,fri,131
telephone,may,fri,188
telephone,may,fri,383
telephone,may,fri,483
telephone,may,fri,847
telephone,may,fri,57
telephone,may,fri,306
telephone,may,fri,147
telephone,may,fri,244
telephone,may,fri,59
telephone,may,fri,24
telephone,may,fri,85
telephone,may,fri,70
telephone,may,fri,21
telephone,may,fri,659
telephone,may,fri,327
telephone,may,fri,267
telephone,may,fri,296
telephone,may,fri,307
telephone,may,fri,120
telephone,may,fri,390
telephone,may,fri,83
telephone,may,fri,772
telephone,may,fri,143
telephone,may,fri,198
telephone,may,fri,100
telephone,may,fri,929
telephone,may,fri,21
telephone,may,fri,254
telephone,may,fri,166
telephone,may,fri,93
telephone,may,fri,217
telephone,may,fri,134
telephone,may,fri,375
telephone,may,fri,352
telephone,may,fri,45
telephone,may,fri,93
telephone,may,fri,165
telephone,may,fri,266
telephone,may,fri,237
telephone,may,fri,410
telephone,may,fri,157
telephone,may,fri,72
telephone,may,fri,171
telephone,may,fri,70
telephone,may,fri,710
telephone,may,fri,131
telephone,may,fri,498
telephone,may,fri,514
telephone,may,fri,127
telephone,may,fri,162
telephone,may,fri,198
telephone,may,fri,705
telephone,may,fri,239
telephone,may,fri,117
telephone,may,fri,155
telephone,may,fri,18
telephone,may,fri,386
telephone,may,fri,138
telephone,may,fri,341
telephone,may,fri,339
telephone,may,fri,232
telephone,may,fri,208
telephone,may,fri,44
telephone,may,fri,75
telephone,may,fri,485
telephone,may,fri,576
telephone,may,fri,280
telephone,may,fri,480
telephone,may,fri,86
telephone,may,fri,121
telephone,may,fri,93
telephone,may,fri,238
telephone,may,fri,399
telephone,may,fri,93
telephone,may,fri,106
telephone,may,fri,123
telephone,may,fri,92
telephone,may,fri,219
telephone,may,fri,2462
telephone,may,fri,114
telephone,may,fri,1132
telephone,may,fri,249
telephone,may,fri,210
telephone,may,fri,187
telephone,may,fri,172
telephone,may,fri,122
telephone,may,fri,207
telephone,may,fri,136
telephone,may,fri,117
telephone,may,fri,393
telephone,may,fri,107
telephone,may,fri,25
telephone,may,fri,136
telephone,may,fri,384
telephone,may,fri,38
telephone,may,fri,164
telephone,may,fri,825
telephone,may,fri,331
telephone,may,fri,479
telephone,may,fri,229
telephone,may,fri,258
telephone,may,fri,490
telephone,may,fri,308
telephone,may,fri,137
telephone,may,fri,545
telephone,may,fri,109
telephone,may,fri,257
telephone,may,fri,213
telephone,may,fri,115
telephone,may,fri,646
telephone,may,fri,202
telephone,may,fri,106
telephone,may,fri,95
telephone,may,fri,64
telephone,may,fri,653
telephone,may,fri,186
telephone,may,fri,205
telephone,may,fri,122
telephone,may,fri,377
telephone,may,fri,322
telephone,may,fri,208
telephone,may,fri,46
telephone,may,fri,211
telephone,may,fri,156
telephone,may,fri,471
telephone,may,fri,206
telephone,may,fri,544
telephone,may,fri,143
telephone,may,fri,200
telephone,may,fri,71
telephone,may,fri,324
telephone,may,fri,164
telephone,may,fri,137
telephone,may,fri,87
telephone,may,fri,91
telephone,may,fri,280
telephone,may,fri,230
telephone,may,fri,63
telephone,may,fri,135
telephone,may,fri,261
telephone,may,fri,215
telephone,may,fri,125
telephone,may,fri,391
telephone,may,fri,107
telephone,may,fri,108
telephone,may,fri,145
telephone,may,fri,142
telephone,may,fri,106
telephone,may,fri,134
telephone,may,fri,190
telephone,may,fri,241
telephone,may,fri,180
telephone,may,fri,654
telephone,may,fri,189
telephone,may,fri,70
telephone,may,fri,1087
telephone,may,fri,62
telephone,may,fri,323
telephone,may,fri,111
telephone,may,fri,197
telephone,may,fri,224
telephone,may,fri,557
telephone,may,fri,150
telephone,may,fri,388
telephone,may,fri,194
telephone,may,fri,57
telephone,may,fri,209
telephone,may,fri,188
telephone,may,fri,342
telephone,may,fri,84
telephone,may,fri,530
telephone,may,fri,97
telephone,may,fri,365
telephone,may,fri,285
telephone,may,fri,352
telephone,may,fri,316
telephone,may,fri,79
telephone,may,fri,331
telephone,may,fri,126
telephone,may,fri,76
telephone,may,fri,1692
telephone,may,fri,24
telephone,may,fri,73
telephone,may,fri,253
telephone,may,fri,622
telephone,may,fri,133
telephone,may,fri,178
telephone,may,fri,404
telephone,may,fri,275
telephone,may,fri,109
telephone,may,fri,134
telephone,may,fri,225
telephone,may,fri,129
telephone,may,fri,93
telephone,may,fri,20
telephone,may,fri,247
telephone,may,fri,129
telephone,may,fri,324
telephone,may,fri,2016
telephone,may,fri,1054
telephone,may,fri,163
telephone,may,fri,279
telephone,may,fri,251
telephone,may,fri,113
telephone,may,fri,193
telephone,may,fri,125
telephone,may,fri,282
telephone,may,fri,344
telephone,may,fri,665
telephone,may,fri,67
telephone,may,fri,167
telephone,may,fri,395
telephone,may,fri,137
telephone,may,fri,118
telephone,may,fri,231
telephone,may,fri,128
telephone,may,fri,174
telephone,may,fri,195
telephone,may,fri,412
telephone,may,fri,127
telephone,may,fri,79
telephone,may,fri,13
telephone,may,fri,61
telephone,may,fri,286
telephone,may,fri,274
telephone,may,fri,409
telephone,may,fri,325
telephone,may,fri,144
telephone,may,fri,1713
telephone,may,fri,241
telephone,may,fri,338
telephone,may,fri,182
telephone,may,fri,346
telephone,may,fri,204
telephone,may,fri,296
telephone,may,fri,551
telephone,may,fri,663
telephone,may,fri,338
telephone,may,fri,153
telephone,may,fri,188
telephone,may,fri,305
telephone,may,fri,1080
telephone,may,fri,1461
telephone,may,fri,116
telephone,may,fri,129
telephone,may,fri,98
telephone,may,fri,262
telephone,may,fri,147
telephone,may,fri,150
telephone,may,fri,282
telephone,may,fri,332
telephone,may,fri,94
telephone,may,fri,455
telephone,may,fri,49
telephone,may,fri,181
telephone,may,fri,345
telephone,may,fri,154
telephone,may,fri,294
telephone,may,fri,750
telephone,may,fri,202
telephone,may,fri,191
telephone,may,fri,106
telephone,may,fri,214
telephone,may,fri,128
telephone,may,fri,70
telephone,may,fri,279
telephone,may,fri,400
telephone,may,fri,231
telephone,may,fri,175
telephone,may,fri,70
telephone,may,fri,179
telephone,may,fri,107
telephone,may,fri,142
telephone,may,fri,119
telephone,may,fri,180
telephone,may,fri,135
telephone,may,fri,213
telephone,may,fri,136
telephone,may,fri,44
telephone,may,fri,229
telephone,may,fri,184
telephone,may,fri,32
telephone,may,fri,73
telephone,may,fri,126
telephone,may,fri,83
telephone,may,fri,379
telephone,may,fri,26
telephone,may,fri,169
telephone,may,fri,179
telephone,may,fri,280
telephone,may,fri,89
telephone,may,fri,210
telephone,may,fri,393
telephone,may,fri,128
telephone,may,fri,161
telephone,may,fri,1178
telephone,may,fri,182
telephone,may,fri,178
telephone,may,fri,177
telephone,may,fri,191
telephone,may,fri,245
telephone,may,fri,255
telephone,may,fri,488
telephone,may,fri,211
telephone,may,fri,226
telephone,may,fri,460
telephone,may,fri,432
telephone,may,fri,136
telephone,may,fri,176
telephone,may,fri,162
telephone,may,fri,237
telephone,may,fri,134
telephone,may,fri,44
telephone,may,fri,47
telephone,may,fri,483
telephone,may,fri,116
telephone,may,fri,182
telephone,may,fri,122
telephone,may,fri,232
telephone,may,fri,51
telephone,may,fri,260
telephone,may,fri,214
telephone,may,fri,407
telephone,may,fri,389
telephone,may,fri,31
telephone,may,fri,145
telephone,may,fri,115
telephone,may,fri,878
telephone,may,fri,268
telephone,may,fri,277
telephone,may,fri,101
telephone,may,fri,119
telephone,may,fri,185
telephone,may,fri,162
telephone,may,fri,18
telephone,may,fri,317
telephone,may,fri,71
telephone,may,fri,43
telephone,may,fri,298
telephone,may,fri,86
telephone,may,fri,255
telephone,may,fri,83
telephone,may,fri,194
telephone,may,fri,268
telephone,may,fri,97
telephone,may,fri,263
telephone,may,fri,338
telephone,may,fri,180
telephone,may,fri,322
telephone,may,fri,64
telephone,may,fri,71
telephone,may,fri,284
telephone,may,fri,166
telephone,may,fri,210
telephone,may,fri,160
telephone,may,fri,77
telephone,may,fri,328
telephone,may,fri,164
telephone,may,fri,154
telephone,may,fri,155
telephone,may,fri,153
telephone,may,fri,111
telephone,may,fri,91
telephone,may,fri,213
telephone,may,fri,257
telephone,may,fri,315
telephone,may,fri,102
telephone,may,fri,35
telephone,may,fri,83
telephone,may,fri,834
telephone,may,fri,244
telephone,may,fri,143
telephone,may,fri,277
telephone,may,fri,1534
telephone,may,fri,291
telephone,may,mon,163
telephone,may,mon,149
telephone,may,mon,33
telephone,may,mon,144
telephone,may,mon,146
telephone,may,mon,40
telephone,may,mon,79
telephone,may,mon,112
telephone,may,mon,147
telephone,may,mon,836
telephone,may,mon,290
telephone,may,mon,148
telephone,may,mon,289
telephone,may,mon,345
telephone,may,mon,1002
telephone,may,mon,181
telephone,may,mon,460
telephone,may,mon,129
telephone,may,mon,76
telephone,may,mon,111
telephone,may,mon,98
telephone,may,mon,221
telephone,may,mon,150
telephone,may,mon,399
telephone,may,mon,139
telephone,may,mon,115
telephone,may,mon,149
telephone,may,mon,327
telephone,may,mon,92
telephone,may,mon,111
telephone,may,mon,192
telephone,may,mon,88
telephone,may,mon,592
telephone,may,mon,105
telephone,may,mon,62
telephone,may,mon,114
telephone,may,mon,59
telephone,may,mon,144
telephone,may,mon,346
telephone,may,mon,57
telephone,may,mon,396
telephone,may,mon,286
telephone,may,mon,59
telephone,may,mon,38
telephone,may,mon,252
telephone,may,mon,566
telephone,may,mon,167
telephone,may,mon,127
telephone,may,mon,71
telephone,may,mon,120
telephone,may,mon,409
telephone,may,mon,117
telephone,may,mon,177
telephone,may,mon,757
telephone,may,mon,145
telephone,may,mon,124
telephone,may,mon,36
telephone,may,mon,94
telephone,may,mon,189
telephone,may,mon,24
telephone,may,mon,33
telephone,may,mon,185
telephone,may,mon,122
telephone,may,mon,225
telephone,may,mon,165
telephone,may,mon,186
telephone,may,mon,405
telephone,may,mon,172
telephone,may,mon,207
telephone,may,mon,325
telephone,may,mon,57
telephone,may,mon,102
