id,age,age_bin,job,marital,education,education_ord,young_short_call
567,49,35-49,blue-collar,married,high.school,4.0,0
568,36,35-49,technician,married,,,0
569,23,<25,admin.,single,university.degree,5.0,0
570,43,35-49,unemployed,married,university.degree,5.0,0
571,49,35-49,entrepreneur,married,professional.course,6.0,0
572,36,35-49,technician,married,professional.course,6.0,0
573,51,50-64,blue-collar,married,basic.9y,3.0,0
574,56,50-64,retired,married,basic.4y,1.0,0
575,45,35-49,housemaid,married,high.school,4.0,0
576,42,35-49,admin.,married,high.school,4.0,0
577,41,35-49,admin.,divorced,high.school,4.0,0
578,32,25-34,services,married,high.school,4.0,0
579,46,35-49,management,married,university.degree,5.0,0
580,37,35-49,blue-collar,married,,,0
581,53,50-64,management,married,university.degree,5.0,0
582,30,25-34,blue-collar,married,basic.4y,1.0,1
583,45,35-49,,married,,,0
584,24,<25,technician,single,professional.course,6.0,1
585,45,35-49,,married,,,0
586,34,25-34,admin.,single,university.degree,5.0,0
587,41,35-49,management,married,university.degree,5.0,0
588,59,50-64,blue-collar,married,basic.4y,1.0,0
589,45,35-49,blue-collar,married,basic.4y,1.0,0
590,54,50-64,blue-collar,married,basic.6y,2.0,0
591,32,25-34,technician,married,professional.course,6.0,0
592,33,25-34,technician,married,professional.course,6.0,0
593,32,25-34,admin.,married,university.degree,5.0,1
594,34,25-34,services,single,high.school,4.0,1
595,46,35-49,management,married,university.degree,5.0,0
596,57,50-64,technician,married,professional.course,6.0,0
597,42,35-49,technician,married,basic.9y,3.0,0
598,48,35-49,admin.,married,professional.course,6.0,0
599,58,50-64,admin.,divorced,university.degree,5.0,0
600,34,25-34,services,married,high.school,4.0,0
601,32,25-34,admin.,single,university.degree,5.0,1
602,48,35-49,blue-collar,married,basic.9y,3.0,0
603,47,35-49,blue-collar,married,basic.9y,3.0,0
604,31,25-34,services,married,high.school,4.0,0
605,32,25-34,admin.,single,university.degree,5.0,0
606,32,25-34,admin.,single,university.degree,5.0,0
607,36,35-49,services,married,high.school,4.0,0
608,53,50-64,blue-collar,married,basic.4y,1.0,0
609,37,35-49,blue-collar,married,basic.9y,3.0,0
610,50,35-49,services,married,high.school,4.0,0
611,46,35-49,blue-collar,married,basic.6y,2.0,0
612,41,35-49,admin.,married,high.school,4.0,0
613,43,35-49,blue-collar,single,basic.4y,1.0,0
614,51,50-64,management,married,university.degree,5.0,0
615,38,35-49,admin.,married,university.degree,5.0,0
616,41,35-49,technician,married,basic.6y,2.0,0
617,39,35-49,services,married,high.school,4.0,0
618,52,50-64,blue-collar,married,basic.4y,1.0,0
619,37,35-49,technician,married,professional.course,6.0,0
620,41,35-49,admin.,married,basic.9y,3.0,0
621,46,35-49,admin.,divorced,university.degree,5.0,0
622,47,35-49,technician,married,professional.course,6.0,0
623,35,25-34,technician,married,professional.course,6.0,0
624,38,35-49,services,married,high.school,4.0,0
625,30,25-34,blue-collar,single,,,0
626,46,35-49,blue-collar,married,basic.9y,3.0,0
627,30,25-34,technician,married,professional.course,6.0,0
628,35,25-34,services,single,basic.4y,1.0,0
629,58,50-64,admin.,married,,,0
630,40,35-49,technician,married,professional.course,6.0,0
631,34,25-34,technician,married,university.degree,5.0,1
632,30,25-34,admin.,single,university.degree,5.0,0
633,38,35-49,services,married,basic.6y,2.0,0
634,55,50-64,management,single,basic.4y,1.0,0
635,55,50-64,management,married,university.degree,5.0,0
636,45,35-49,technician,single,professional.course,6.0,0
637,36,35-49,admin.,married,university.degree,5.0,0
638,32,25-34,admin.,single,university.degree,5.0,0
639,35,25-34,technician,married,,,0
640,55,50-64,management,divorced,university.degree,5.0,0
641,49,35-49,housemaid,married,basic.4y,1.0,0
642,29,25-34,admin.,married,high.school,4.0,1
643,34,25-34,blue-collar,married,basic.4y,1.0,0
644,54,50-64,retired,married,high.school,4.0,0
645,36,35-49,technician,single,professional.course,6.0,0
646,30,25-34,management,single,university.degree,5.0,0
647,33,25-34,housemaid,divorced,university.degree,5.0,0
648,37,35-49,blue-collar,married,high.school,4.0,0
649,36,35-49,technician,married,basic.9y,3.0,0
650,33,25-34,blue-collar,married,high.school,4.0,0
651,32,25-34,housemaid,married,high.school,4.0,1
652,32,25-34,housemaid,married,high.school,4.0,0
653,50,35-49,blue-collar,married,basic.4y,1.0,0
654,39,35-49,blue-collar,married,basic.9y,3.0,0
655,51,50-64,blue-collar,divorced,,,0
656,33,25-34,services,married,high.school,4.0,0
657,33,25-34,services,married,basic.4y,1.0,0
658,56,50-64,management,married,university.degree,5.0,0
659,39,35-49,management,divorced,university.degree,5.0,0
660,33,25-34,self-employed,single,university.degree,5.0,0
661,59,50-64,retired,divorced,basic.4y,1.0,0
662,42,35-49,admin.,single,,,0
663,43,35-49,services,married,high.school,4.0,0
664,35,25-34,admin.,married,university.degree,5.0,0
665,46,35-49,blue-collar,married,basic.6y,2.0,0
666,27,25-34,technician,married,basic.9y,3.0,0
667,47,35-49,admin.,divorced,university.degree,5.0,0
668,31,25-34,admin.,single,university.degree,5.0,0
669,32,25-34,blue-collar,married,basic.9y,3.0,0
670,54,50-64,admin.,married,high.school,4.0,0
671,56,50-64,management,married,university.degree,5.0,0
672,48,35-49,services,single,high.school,4.0,0
673,44,35-49,admin.,married,high.school,4.0,0
674,46,35-49,admin.,married,high.school,4.0,0
675,45,35-49,services,married,high.school,4.0,0
676,43,35-49,admin.,married,professional.course,6.0,0
677,40,35-49,admin.,single,high.school,4.0,0
678,56,50-64,management,married,university.degree,5.0,0
679,47,35-49,entrepreneur,married,professional.course,6.0,0
680,39,35-49,management,divorced,university.degree,5.0,0
681,48,35-49,technician,married,basic.4y,1.0,0
682,45,35-49,housemaid,married,professional.course,6.0,0
683,36,35-49,self-employed,married,university.degree,5.0,0
684,49,35-49,management,married,professional.course,6.0,0
685,46,35-49,services,married,high.school,4.0,0
686,38,35-49,blue-collar,married,basic.9y,3.0,0
687,50,35-49,housemaid,married,basic.4y,1.0,0
688,27,25-34,admin.,single,high.school,4.0,0
689,40,35-49,technician,married,professional.course,6.0,0
690,46,35-49,management,married,university.degree,5.0,0
691,40,35-49,admin.,divorced,university.degree,5.0,0
692,33,25-34,management,single,university.degree,5.0,1
693,54,50-64,retired,married,high.school,4.0,0
694,52,50-64,blue-collar,married,basic.4y,1.0,0
695,53,50-64,admin.,married,university.degree,5.0,0
696,49,35-49,services,married,high.school,4.0,0
697,42,35-49,blue-collar,married,basic.4y,1.0,0
698,49,35-49,housemaid,married,basic.4y,1.0,0
699,40,35-49,entrepreneur,married,basic.9y,3.0,0
700,59,50-64,admin.,married,university.degree,5.0,0
701,51,50-64,self-employed,married,basic.9y,3.0,0
702,57,50-64,housemaid,married,basic.6y,2.0,0
703,38,35-49,self-employed,divorced,basic.9y,3.0,0
704,52,50-64,self-employed,married,university.degree,5.0,0
705,26,25-34,unemployed,single,basic.9y,3.0,1
706,35,25-34,admin.,married,university.degree,5.0,0
707,51,50-64,admin.,married,university.degree,5.0,0
708,43,35-49,blue-collar,married,basic.4y,1.0,0
709,42,35-49,admin.,married,high.school,4.0,0
710,60,50-64,retired,divorced,university.degree,5.0,0
711,36,35-49,blue-collar,married,basic.9y,3.0,0
712,57,50-64,management,married,university.degree,5.0,0
713,35,25-34,student,single,university.degree,5.0,0
714,30,25-34,admin.,married,university.degree,5.0,1
715,43,35-49,services,married,high.school,4.0,0
716,40,35-49,technician,married,basic.9y,3.0,0
717,45,35-49,technician,married,university.degree,5.0,0
718,56,50-64,retired,married,high.school,4.0,0
719,46,35-49,services,married,basic.6y,2.0,0
720,41,35-49,blue-collar,married,basic.4y,1.0,0
721,42,35-49,admin.,married,university.degree,5.0,0
722,56,50-64,blue-collar,married,basic.4y,1.0,0
723,43,35-49,entrepreneur,married,basic.4y,1.0,0
724,34,25-34,blue-collar,married,basic.4y,1.0,0
725,38,35-49,services,married,high.school,4.0,0
726,40,35-49,technician,married,basic.9y,3.0,0
727,38,35-49,admin.,married,high.school,4.0,0
728,48,35-49,entrepreneur,married,university.degree,5.0,0
729,27,25-34,blue-collar,married,basic.9y,3.0,0
730,24,<25,technician,single,professional.course,6.0,0
731,47,35-49,admin.,single,,,0
732,48,35-49,blue-collar,married,professional.course,6.0,0
733,31,25-34,admin.,single,high.school,4.0,0
734,39,35-49,self-employed,single,basic.4y,1.0,0
735,41,35-49,technician,single,university.degree,5.0,0
736,49,35-49,blue-collar,married,basic.4y,1.0,0
737,56,50-64,retired,married,basic.4y,1.0,0
738,49,35-49,admin.,married,high.school,4.0,0
739,47,35-49,unemployed,divorced,university.degree,5.0,0
740,44,35-49,blue-collar,married,,,0
741,48,35-49,admin.,divorced,high.school,4.0,0
742,55,50-64,housemaid,married,basic.4y,1.0,0
743,59,50-64,management,married,basic.4y,1.0,0
744,44,35-49,technician,single,professional.course,6.0,0
745,46,35-49,blue-collar,married,basic.9y,3.0,0
746,39,35-49,blue-collar,divorced,basic.6y,2.0,0
747,38,35-49,unemployed,married,basic.4y,1.0,0
748,36,35-49,services,married,high.school,4.0,0
749,29,25-34,admin.,single,university.degree,5.0,1
750,31,25-34,technician,single,professional.course,6.0,0
751,30,25-34,services,divorced,basic.9y,3.0,1
752,36,35-49,blue-collar,married,basic.4y,1.0,0
753,60,50-64,blue-collar,married,professional.course,6.0,0
754,36,35-49,admin.,married,university.degree,5.0,0
755,32,25-34,services,married,high.school,4.0,0
756,39,35-49,blue-collar,married,basic.9y,3.0,0
757,30,25-34,services,married,university.degree,5.0,1
758,39,35-49,blue-collar,married,basic.4y,1.0,0
759,37,35-49,blue-collar,married,basic.9y,3.0,0
760,39,35-49,blue-collar,married,professional.course,6.0,0
761,46,35-49,blue-collar,married,basic.4y,1.0,0
762,43,35-49,unemployed,married,basic.4y,1.0,0
763,37,35-49,services,married,high.school,4.0,0
764,30,25-34,technician,married,university.degree,5.0,1
765,38,35-49,technician,married,professional.course,6.0,0
766,31,25-34,technician,married,university.degree,5.0,0
767,44,35-49,admin.,married,university.degree,5.0,0
768,44,35-49,self-employed,married,university.degree,5.0,0
769,38,35-49,technician,married,,,0
770,30,25-34,student,single,high.school,4.0,0
771,37,35-49,blue-collar,married,basic.4y,1.0,0
772,54,50-64,housemaid,divorced,,,0
773,41,35-49,management,married,,,0
774,43,35-49,technician,married,professional.course,6.0,0
775,38,35-49,housemaid,married,basic.9y,3.0,0
776,41,35-49,blue-collar,married,basic.4y,1.0,0
777,38,35-49,blue-collar,single,,,0
778,33,25-34,blue-collar,married,basic.9y,3.0,1
779,32,25-34,admin.,married,high.school,4.0,0
780,30,25-34,services,married,high.school,4.0,0
781,43,35-49,technician,married,basic.6y,2.0,0
782,30,25-34,services,married,high.school,4.0,0
783,36,35-49,technician,divorced,professional.course,6.0,0
784,38,35-49,blue-collar,married,basic.6y,2.0,0
785,35,25-34,blue-collar,single,basic.6y,2.0,0
786,50,35-49,self-employed,married,university.degree,5.0,0
787,38,35-49,blue-collar,married,basic.9y,3.0,0
788,58,50-64,admin.,married,basic.4y,1.0,0
789,50,35-49,technician,married,professional.course,6.0,0
790,33,25-34,blue-collar,single,basic.9y,3.0,1
791,33,25-34,blue-collar,single,basic.9y,3.0,1
792,44,35-49,management,single,university.degree,5.0,0
793,31,25-34,management,married,high.school,4.0,0
794,40,35-49,entrepreneur,married,basic.9y,3.0,0
795,28,25-34,,single,basic.9y,3.0,0
796,36,35-49,services,single,,,0
797,44,35-49,blue-collar,single,high.school,4.0,0
798,38,35-49,blue-collar,divorced,,,0
799,33,25-34,blue-collar,married,basic.9y,3.0,1
800,39,35-49,blue-collar,divorced,basic.6y,2.0,0
801,47,35-49,blue-collar,single,basic.4y,1.0,0
802,47,35-49,services,divorced,high.school,4.0,0
803,35,25-34,entrepreneur,single,professional.course,6.0,0
804,42,35-49,admin.,divorced,university.degree,5.0,0
805,36,35-49,admin.,married,high.school,4.0,0
806,35,25-34,technician,married,basic.6y,2.0,0
807,36,35-49,services,single,,,0
808,56,50-64,entrepreneur,married,university.degree,5.0,0
809,26,25-34,admin.,single,high.school,4.0,0
810,31,25-34,admin.,single,university.degree,5.0,1
811,57,50-64,self-employed,single,high.school,4.0,0
812,39,35-49,services,married,high.school,4.0,0
813,43,35-49,blue-collar,married,high.school,4.0,0
814,50,35-49,admin.,married,university.degree,5.0,0
815,52,50-64,blue-collar,single,high.school,4.0,0
816,39,35-49,blue-collar,divorced,basic.9y,3.0,0
817,44,35-49,technician,single,,,0
818,36,35-49,housemaid,married,basic.4y,1.0,0
819,54,50-64,management,married,high.school,4.0,0
820,27,25-34,admin.,single,basic.9y,3.0,1
821,31,25-34,admin.,single,university.degree,5.0,0
822,31,25-34,admin.,married,university.degree,5.0,1
823,28,25-34,blue-collar,married,basic.6y,2.0,0
824,31,25-34,management,single,university.degree,5.0,0
825,30,25-34,management,divorced,high.school,4.0,1
826,52,50-64,technician,married,professional.course,6.0,0
827,37,35-49,technician,divorced,professional.course,6.0,0
828,30,25-34,services,married,university.degree,5.0,0
829,45,35-49,blue-collar,married,basic.9y,3.0,0
830,54,50-64,technician,married,university.degree,5.0,0
831,49,35-49,entrepreneur,married,basic.9y,3.0,0
832,44,35-49,admin.,married,high.school,4.0,0
833,28,25-34,student,single,basic.9y,3.0,0
834,53,50-64,technician,married,high.school,4.0,0
835,45,35-49,blue-collar,married,basic.9y,3.0,0
836,45,35-49,blue-collar,married,basic.9y,3.0,0
837,51,50-64,admin.,married,high.school,4.0,0
838,41,35-49,blue-collar,married,basic.9y,3.0,0
839,43,35-49,technician,married,professional.course,6.0,0
840,31,25-34,admin.,single,university.degree,5.0,0
841,39,35-49,admin.,single,,,0
842,38,35-49,technician,married,professional.course,6.0,0
843,50,35-49,entrepreneur,married,basic.9y,3.0,0
844,53,50-64,admin.,single,university.degree,5.0,0
845,44,35-49,admin.,divorced,high.school,4.0,0
846,53,50-64,blue-collar,married,basic.9y,3.0,0
847,24,<25,services,single,high.school,4.0,1
848,34,25-34,admin.,single,high.school,4.0,0
849,40,35-49,technician,married,professional.course,6.0,0
850,57,50-64,management,divorced,university.degree,5.0,0
851,43,35-49,blue-collar,married,basic.4y,1.0,0
852,31,25-34,blue-collar,married,basic.6y,2.0,1
853,31,25-34,services,married,basic.6y,2.0,0
854,31,25-34,blue-collar,married,basic.6y,2.0,0
855,45,35-49,housemaid,married,basic.4y,1.0,0
856,38,35-49,admin.,married,university.degree,5.0,0
857,41,35-49,entrepreneur,married,university.degree,5.0,0
858,47,35-49,blue-collar,married,professional.course,6.0,0
859,42,35-49,blue-collar,married,basic.6y,2.0,0
860,35,25-34,blue-collar,single,,,0
861,40,35-49,management,married,university.degree,5.0,0
862,42,35-49,blue-collar,married,basic.6y,2.0,0
863,34,25-34,technician,married,professional.course,6.0,1
864,48,35-49,admin.,single,university.degree,5.0,0
865,35,25-34,blue-collar,married,,,0
866,33,25-34,blue-collar,married,high.school,4.0,0
867,37,35-49,technician,married,professional.course,6.0,0
868,43,35-49,technician,married,professional.course,6.0,0
869,42,35-49,admin.,single,,,0
870,46,35-49,admin.,divorced,university.degree,5.0,0
871,37,35-49,blue-collar,single,basic.9y,3.0,0
872,40,35-49,blue-collar,married,high.school,4.0,0
873,40,35-49,blue-collar,married,high.school,4.0,0
874,59,50-64,entrepreneur,divorced,high.school,4.0,0
875,43,35-49,technician,single,university.degree,5.0,0
876,44,35-49,blue-collar,married,basic.6y,2.0,0
877,44,35-49,blue-collar,married,basic.4y,1.0,0
878,41,35-49,admin.,married,university.degree,5.0,0
879,28,25-34,,single,basic.9y,3.0,1
880,48,35-49,services,married,high.school,4.0,0
881,31,25-34,admin.,single,high.school,4.0,0
882,27,25-34,blue-collar,married,basic.9y,3.0,1
883,43,35-49,technician,single,university.degree,5.0,0
884,47,35-49,retired,married,basic.4y,1.0,0
885,40,35-49,blue-collar,divorced,,,0
886,43,35-49,,married,high.school,4.0,0
887,29,25-34,technician,married,professional.course,6.0,0
888,54,50-64,admin.,married,university.degree,5.0,0
889,36,35-49,technician,married,professional.course,6.0,0
890,30,25-34,admin.,single,university.degree,5.0,1
891,38,35-49,services,single,,,0
892,39,35-49,blue-collar,married,basic.6y,2.0,0
893,33,25-34,blue-collar,married,basic.9y,3.0,0
894,39,35-49,retired,single,high.school,4.0,0
895,38,35-49,technician,single,professional.course,6.0,0
896,44,35-49,admin.,married,high.school,4.0,0
897,33,25-34,blue-collar,married,basic.9y,3.0,1
898,37,35-49,blue-collar,married,basic.6y,2.0,0
899,32,25-34,management,married,basic.6y,2.0,1
900,46,35-49,technician,married,professional.course,6.0,0
901,34,25-34,technician,divorced,professional.course,6.0,0
902,52,50-64,technician,married,basic.4y,1.0,0
903,46,35-49,blue-collar,married,basic.6y,2.0,0
904,57,50-64,management,divorced,university.degree,5.0,0
905,52,50-64,technician,married,basic.4y,1.0,0
906,32,25-34,technician,single,professional.course,6.0,0
907,31,25-34,blue-collar,single,basic.9y,3.0,1
908,46,35-49,admin.,divorced,basic.9y,3.0,0
909,59,50-64,services,divorced,high.school,4.0,0
910,38,35-49,blue-collar,married,,,0
911,42,35-49,blue-collar,divorced,basic.6y,2.0,0
912,40,35-49,blue-collar,married,basic.4y,1.0,0
913,46,35-49,admin.,married,professional.course,6.0,0
914,35,25-34,admin.,single,high.school,4.0,0
915,28,25-34,blue-collar,married,basic.9y,3.0,1
916,47,35-49,services,married,high.school,4.0,0
917,35,25-34,blue-collar,married,basic.4y,1.0,0
918,48,35-49,retired,married,basic.9y,3.0,0
919,40,35-49,blue-collar,married,basic.6y,2.0,0
920,32,25-34,services,single,high.school,4.0,0
921,59,50-64,retired,divorced,basic.4y,1.0,0
922,48,35-49,entrepreneur,married,basic.9y,3.0,0
923,45,35-49,blue-collar,married,basic.9y,3.0,0
924,49,35-49,blue-collar,single,basic.6y,2.0,0
925,51,50-64,admin.,married,university.degree,5.0,0
926,38,35-49,technician,single,university.degree,5.0,0
