id,housing,loan,default
1626,yes,no,
1627,yes,no,
1628,no,no,no
1629,no,no,no
1630,no,no,no
1631,no,no,no
1632,yes,no,no
1633,no,no,
1634,no,no,
1635,yes,no,no
1636,yes,no,
1637,no,no,
1638,no,no,no
1639,yes,no,
1640,yes,yes,
1641,no,no,no
1642,no,no,no
1643,no,no,no
1644,yes,yes,no
1645,no,no,
1646,no,no,no
1647,no,no,no
1648,yes,no,
1649,no,no,
1650,yes,no,
1651,no,no,no
1652,no,no,no
1653,no,no,no
1654,,,no
1655,no,no,
1656,yes,yes,no
1657,no,no,no
1658,no,no,no
1659,no,no,no
1660,no,no,no
1661,yes,yes,
1662,yes,yes,no
1663,yes,no,
1664,yes,no,
1665,yes,yes,no
1666,no,no,no
1667,no,no,no
1668,yes,yes,no
1669,yes,no,
1670,no,no,no
1671,no,no,
1672,no,no,
1673,no,no,no
1674,yes,no,no
1675,no,no,
1676,no,no,
1677,yes,no,
1678,no,no,
1679,yes,no,no
1680,yes,no,no
1681,no,no,
1682,no,no,no
1683,yes,no,no
1684,no,no,no
1685,no,no,no
1686,yes,no,
1687,yes,no,no
1688,no,yes,no
1689,yes,yes,no
1690,yes,yes,no
1691,no,no,no
1692,yes,yes,
1693,yes,no,no
1694,yes,no,
1695,no,no,no
1696,no,no,
1697,no,no,no
1698,no,no,no
1699,no,no,
1700,no,no,no
1701,no,no,no
1702,no,no,
1703,no,no,no
1704,no,no,no
1705,no,no,
1706,no,no,no
1707,no,no,no
1708,yes,no,no
1709,no,no,
1710,no,no,no
1711,no,no,no
1712,no,no,no
1713,no,no,
1714,yes,no,no
1715,yes,no,no
1716,no,no,
1717,yes,no,
1718,no,no,no
1719,no,no,no
1720,no,no,no
1721,no,no,
1722,no,no,no
1723,no,no,no
1724,yes,yes,no
1725,yes,no,no
1726,no,yes,no
1727,no,yes,no
1728,no,no,no
1729,no,no,
1730,no,no,no
1731,yes,no,no
1732,no,no,
1733,yes,no,no
1734,yes,no,no
1735,yes,yes,no
1736,no,no,
1737,yes,no,
1738,no,no,
1739,no,no,
1740,yes,no,
1741,no,no,no
1742,yes,no,no
1743,no,no,no
1744,no,no,no
1745,yes,yes,no
1746,no,no,no
1747,yes,yes,
1748,yes,yes,no
1749,yes,yes,no
1750,yes,no,no
1751,no,no,no
1752,no,no,no
1753,yes,no,no
1754,yes,no,no
1755,yes,no,no
1756,no,no,
1757,no,no,no
1758,yes,no,no
1759,no,yes,
1760,no,yes,no
1761,yes,no,
1762,yes,no,no
1763,no,yes,no
1764,yes,no,no
1765,no,no,no
1766,yes,no,no
1767,yes,yes,no
1768,yes,yes,no
1769,no,no,no
1770,yes,no,no
1771,yes,no,no
1772,yes,yes,no
1773,no,no,no
1774,yes,no,no
1775,no,yes,no
1776,no,no,no
1777,yes,no,
1778,no,no,no
1779,no,no,no
1780,no,no,
1781,yes,no,no
1782,no,no,no
1783,yes,yes,
1784,no,yes,no
1785,no,no,no
1786,yes,no,no
1787,yes,yes,no
1788,yes,no,no
1789,yes,yes,
1790,no,no,no
1791,no,no,no
1792,no,yes,no
1793,yes,no,
1794,no,no,
1795,yes,no,no
1796,no,no,no
1797,yes,no,no
1798,yes,yes,no
1799,no,no,no
1800,no,no,
1801,no,no,no
1802,no,no,no
1803,no,yes,no
1804,no,no,no
1805,yes,no,no
1806,yes,yes,no
1807,yes,no,no
1808,yes,no,no
1809,no,no,no
1810,yes,no,
1811,yes,no,
1812,no,no,no
1813,no,no,no
1814,no,no,no
1815,yes,no,
1816,,,
1817,yes,no,no
1818,no,no,no
1819,yes,no,no
1820,yes,no,
1821,yes,no,no
1822,yes,no,no
1823,yes,no,no
1824,yes,no,no
1825,no,no,no
1826,yes,no,
1827,yes,no,no
1828,yes,no,no
1829,no,no,no
1830,yes,no,no
1831,yes,no,no
1832,no,no,no
1833,yes,yes,no
1834,no,no,no
1835,yes,no,no
1836,yes,yes,no
1837,no,no,
1838,yes,yes,
1839,yes,yes,no
1840,yes,no,no
1841,no,no,no
1842,no,no,no
1843,no,no,no
1844,yes,no,
1845,no,no,no
1846,yes,no,
1847,yes,no,no
1848,yes,no,no
1849,yes,no,no
1850,yes,no,no
1851,no,no,no
1852,yes,no,no
1853,yes,no,no
1854,no,no,no
1855,no,no,
1856,no,no,no
1857,no,no,no
1858,yes,no,no
1859,,,
1860,no,no,no
1861,,,no
1862,yes,no,no
1863,no,no,no
1864,yes,no,
1865,yes,no,no
1866,yes,no,
1867,no,no,
1868,yes,no,no
1869,yes,no,
1870,yes,no,no
1871,yes,no,no
1872,yes,no,no
1873,yes,no,no
1874,yes,no,no
1875,no,yes,no
1876,yes,no,no
1877,no,no,no
1878,yes,no,
1879,yes,no,no
1880,yes,no,
1881,no,yes,no
1882,yes,no,
1883,no,no,
1884,no,no,
1885,no,no,
1886,no,no,
1887,,,no
1888,no,yes,no
1889,no,no,no
1890,no,no,
1891,yes,no,no
1892,yes,no,no
1893,no,no,no
1894,no,no,no
1895,no,no,no
1896,yes,no,no
1897,yes,no,
1898,yes,no,
1899,no,no,no
1900,yes,no,
1901,yes,no,no
1902,yes,no,
1903,no,no,
1904,no,yes,no
1905,yes,yes,no
1906,yes,no,
1907,no,no,no
1908,yes,no,
1909,yes,no,no
1910,no,no,no
1911,no,no,
1912,no,no,no
1913,yes,no,
1914,no,no,
1915,yes,no,
1916,,,
1917,no,no,no
1918,yes,no,no
1919,yes,yes,
1920,no,no,no
1921,yes,no,no
1922,yes,no,no
1923,no,yes,
1924,yes,no,no
1925,yes,yes,
1926,no,no,no
1927,no,no,no
1928,no,no,no
1929,yes,no,no
1930,yes,no,no
1931,no,no,no
1932,no,no,
1933,no,no,no
1934,no,no,
1935,yes,no,no
1936,yes,no,no
1937,no,yes,no
1938,yes,no,
1939,no,no,no
1940,no,no,no
1941,no,no,
1942,yes,yes,no
1943,yes,no,no
1944,no,no,
1945,yes,no,no
1946,no,no,no
1947,,,no
1948,,,no
1949,no,no,no
1950,,,
1951,no,no,no
1952,no,no,
1953,yes,yes,no
1954,no,no,no
1955,yes,yes,
1956,no,no,no
1957,yes,no,no
1958,no,no,no
1959,no,no,no
1960,no,no,no
1961,yes,no,no
1962,no,no,no
1963,yes,no,no
1964,yes,no,no
1965,yes,no,no
1966,yes,no,
1967,no,no,
1968,no,no,
1969,yes,no,no
1970,no,no,no
1971,no,no,no
1972,yes,no,
1973,no,no,
1974,no,no,no
1975,no,no,no
1976,yes,no,no
1977,yes,no,no
1978,no,yes,no
1979,no,yes,no
1980,no,no,no
1981,yes,no,no
1982,no,no,no
1983,yes,no,no
1984,yes,no,
1985,yes,no,no
1986,no,no,
1987,no,yes,no
1988,yes,yes,
1989,yes,no,
1990,no,no,
1991,yes,yes,
1992,no,no,no
1993,yes,no,
1994,no,no,
1995,yes,no,no
1996,yes,no,
1997,yes,no,no
1998,yes,no,no
1999,yes,no,no
2000,yes,no,no
2001,yes,no,no
2002,yes,no,
2003,no,no,no
2004,yes,no,
2005,yes,no,no
2006,yes,no,no
2007,,,
2008,yes,no,
2009,yes,no,no
2010,yes,no,
2011,no,no,
2012,yes,no,no
2013,yes,no,no
2014,no,yes,no
2015,no,no,
2016,no,no,no
2017,yes,no,
2018,yes,no,no
2019,no,no,no
2020,no,no,
2021,yes,yes,no
2022,no,no,
2023,yes,no,no
2024,no,no,no
2025,yes,yes,no
2026,yes,no,no
2027,yes,no,no
2028,yes,no,
2029,yes,no,no
2030,yes,no,no
2031,yes,no,
2032,yes,no,
2033,yes,no,no
2034,no,no,
2035,,,
2036,no,no,
2037,no,no,no
2038,yes,no,no
2039,no,no,no
2040,no,no,no
2041,yes,no,
2042,no,no,
2043,no,no,no
2044,no,no,no
2045,no,no,
2046,no,no,
2047,no,no,
2048,yes,no,
2049,no,no,no
2050,no,no,no
2051,no,no,no
2052,yes,no,no
2053,no,no,no
2054,no,no,
2055,yes,yes,no
2056,yes,no,no
2057,no,no,
2058,no,no,
2059,no,no,
2060,no,no,no
2061,no,no,
2062,yes,no,no
2063,yes,yes,no
2064,no,no,no
2065,no,no,no
2066,no,no,no
2067,yes,no,
2068,no,no,no
2069,no,no,no
2070,no,no,no
2071,no,no,no
2072,no,no,
2073,no,no,
2074,no,no,no
2075,no,no,
2076,no,no,
2077,no,no,no
2078,yes,yes,no
2079,no,no,
2080,no,no,no
2081,no,yes,no
2082,no,no,
2083,no,no,no
2084,no,yes,
2085,no,no,no
2086,yes,no,no
2087,no,no,no
2088,no,no,
2089,no,no,
2090,yes,no,
2091,no,no,no
2092,yes,no,no
2093,yes,no,
2094,no,no,no
2095,no,no,
2096,no,no,
2097,yes,no,no
2098,yes,no,no
2099,no,no,no
2100,yes,yes,
2101,yes,no,no
2102,yes,yes,no
2103,no,no,no
2104,no,no,no
2105,yes,yes,no
2106,,,
2107,no,no,
2108,no,no,no
2109,yes,yes,
2110,no,no,no
2111,yes,no,no
2112,yes,no,no
2113,yes,no,no
2114,yes,no,
2115,yes,no,no
2116,yes,no,no
2117,no,no,no
2118,yes,no,
2119,yes,no,
2120,no,no,no
2121,no,no,no
2122,yes,no,no
2123,no,no,no
2124,no,no,no
2125,,,
2126,no,no,
2127,yes,no,
2128,no,no,no
2129,no,no,
2130,yes,yes,no
2131,no,no,
2132,yes,yes,no
2133,,,no
2134,no,no,no
2135,yes,no,
2136,no,no,no
2137,no,no,no
2138,no,no,
2139,no,no,no
2140,yes,yes,no
2141,yes,no,
2142,no,no,no
2143,no,no,
2144,no,no,no
2145,no,no,no
2146,no,no,no
2147,yes,yes,no
2148,yes,no,no
2149,yes,no,
2150,yes,no,
2151,yes,no,no
2152,yes,no,
2153,yes,yes,no
2154,yes,no,no
2155,yes,no,
2156,,,no
2157,no,no,no
2158,no,no,no
2159,yes,no,no
2160,yes,no,no
2161,yes,no,no
2162,yes,no,
2163,yes,no,
2164,yes,no,no
2165,yes,no,no
2166,,,no
2167,yes,no,no
2168,yes,no,no
2169,yes,no,no
2170,no,no,no
2171,no,no,no
2172,no,no,no
2173,yes,yes,
2174,no,no,no
2175,yes,no,no
2176,no,yes,no
2177,yes,no,no
2178,yes,yes,no
2179,no,no,no
2180,no,no,
2181,no,yes,no
2182,no,no,
2183,no,no,no
2184,no,no,no
2185,no,yes,no
2186,yes,no,no
2187,yes,no,no
2188,yes,no,no
2189,,,no
2190,no,no,
2191,no,no,no
2192,no,no,
2193,no,no,
2194,yes,no,no
2195,no,no,no
2196,no,no,no
2197,yes,no,no
2198,yes,yes,no
2199,no,no,
2200,,,no
2201,yes,no,
2202,yes,no,
2203,no,no,no
2204,yes,yes,
2205,yes,no,
2206,no,no,no
2207,no,no,no
2208,yes,no,
2209,yes,no,
2210,,,no
2211,no,no,no
2212,yes,no,no
2213,,,no
2214,yes,yes,no
2215,yes,no,
2216,yes,no,no
2217,no,yes,no
2218,no,yes,
2219,no,no,
2220,yes,no,
2221,yes,yes,
2222,no,no,no
2223,no,no,no
2224,no,no,no
2225,no,no,
2226,no,no,no
2227,no,no,
2228,no,no,
2229,yes,no,
2230,yes,no,
2231,yes,no,
2232,no,no,no
2233,no,no,no
2234,no,no,no
2235,no,no,no
2236,,,no
2237,yes,no,
2238,yes,no,no
2239,yes,no,no
2240,no,no,no
2241,yes,no,no
2242,yes,no,
2243,no,no,no
2244,no,no,no
2245,yes,yes,no
2246,yes,no,no
2247,yes,no,no
2248,no,no,no
2249,no,no,no
2250,yes,no,no
2251,yes,no,no
2252,yes,no,no
2253,no,no,no
2254,yes,no,no
2255,no,no,no
2256,,,
2257,no,no,
2258,no,no,
2259,yes,no,
2260,no,no,
2261,yes,no,no
2262,no,no,no
2263,no,no,no
2264,yes,no,no
2265,yes,no,no
2266,no,no,no
2267,yes,no,no
2268,yes,no,
2269,no,yes,
2270,,,no
2271,yes,no,no
2272,yes,no,no
2273,no,no,
2274,yes,yes,no
2275,no,no,no
2276,no,no,
2277,yes,no,no
2278,no,no,no
2279,yes,no,
2280,yes,no,no
2281,yes,no,no
2282,no,no,
2283,no,no,no
2284,yes,no,no
2285,no,no,no
2286,no,no,no
2287,yes,no,no
2288,no,yes,no
2289,yes,no,no
2290,no,yes,no
2291,no,no,
2292,yes,no,no
2293,yes,no,no
2294,no,no,no
2295,no,no,
2296,no,no,
2297,no,no,
2298,yes,no,
2299,no,no,no
2300,yes,no,no
2301,yes,no,no
2302,no,no,no
2303,no,no,
2304,no,yes,
2305,no,no,no
2306,yes,yes,no
2307,,,
2308,,,no
2309,,,
2310,no,no,no
2311,no,no,no
2312,yes,no,no
2313,yes,no,
2314,yes,no,
2315,no,no,no
2316,yes,no,no
2317,yes,yes,no
2318,no,no,
2319,no,no,
2320,no,no,no
2321,yes,no,
2322,no,yes,no
2323,no,yes,no
2324,yes,no,
2325,no,no,no
2326,no,no,
2327,no,yes,
2328,,,no
2329,,,no
2330,yes,no,no
2331,yes,no,no
2332,yes,no,no
2333,yes,no,no
2334,no,no,no
2335,yes,no,no
2336,no,no,no
2337,yes,yes,no
2338,no,no,no
2339,yes,no,no
2340,no,no,no
2341,yes,no,
2342,yes,no,
2343,yes,no,no
2344,yes,no,
2345,yes,yes,
2346,yes,no,
2347,no,no,no
2348,no,no,no
2349,no,no,no
2350,no,no,no
2351,yes,no,no
2352,no,yes,no
2353,no,no,
2354,yes,no,
2355,no,yes,
2356,yes,no,
2357,yes,yes,no
2358,no,no,
2359,yes,no,no
2360,no,no,no
2361,yes,no,no
2362,yes,no,no
2363,yes,no,no
2364,yes,no,
2365,no,yes,no
2366,yes,no,no
2367,no,yes,no
2368,no,no,no
2369,no,no,
2370,no,no,no
2371,no,no,no
2372,no,yes,no
2373,yes,no,no
2374,no,no,no
2375,no,yes,
2376,no,no,
2377,yes,no,no
2378,no,no,
2379,no,no,
2380,no,no,
2381,no,no,
2382,no,no,no
2383,no,yes,no
2384,yes,no,no
2385,yes,yes,
2386,yes,no,no
2387,no,yes,no
2388,yes,no,no
2389,no,no,
2390,no,no,
2391,no,no,no
2392,no,no,no
2393,no,no,
2394,no,no,
2395,yes,yes,
2396,no,no,
2397,yes,no,
2398,yes,yes,no
2399,no,no,no
2400,no,no,
2401,no,yes,no
2402,no,no,
2403,no,no,
2404,no,no,no
2405,yes,no,
2406,no,no,no
2407,yes,no,
2408,no,no,no
2409,no,no,no
2410,yes,no,
2411,no,no,no
2412,no,no,
2413,yes,no,
2414,no,no,
2415,no,no,no
2416,yes,yes,
2417,yes,no,no
2418,no,no,no
2419,yes,no,
2420,no,yes,no
2421,yes,yes,
2422,yes,no,no
2423,no,yes,no
2424,no,no,no
2425,no,no,no
2426,no,yes,no
2427,no,no,
2428,no,no,
2429,yes,no,
2430,yes,no,
2431,yes,no,
2432,no,no,
2433,yes,no,no
2434,no,no,
2435,no,no,no
2436,no,no,no
2437,no,no,no
2438,yes,no,no
2439,yes,no,no
2440,yes,no,
2441,no,no,no
2442,no,no,no
2443,no,no,
2444,yes,yes,no
2445,no,no,
2446,yes,no,no
2447,yes,no,no
2448,yes,no,no
2449,yes,yes,no
2450,yes,yes,no
2451,yes,no,no
2452,yes,no,
2453,no,no,no
2454,no,no,no
2455,no,no,
2456,no,yes,
2457,no,no,
2458,no,no,
2459,,,no
2460,no,no,
2461,,,
2462,no,no,no
2463,no,no,no
2464,no,yes,no
2465,no,no,
2466,no,no,no
2467,no,no,no
2468,no,no,
2469,no,no,no
2470,yes,no,no
2471,no,no,
2472,yes,yes,
2473,no,no,
2474,no,no,no
2475,no,no,no
2476,no,no,
2477,yes,yes,
2478,yes,no,no
2479,no,no,no
2480,no,no,no
2481,yes,no,
2482,no,no,no
2483,yes,no,
2484,no,no,no
2485,no,no,
2486,no,no,no
2487,yes,no,no
2488,no,no,no
2489,yes,no,
2490,yes,no,no
2491,yes,no,
2492,no,no,no
2493,yes,yes,no
2494,yes,no,
2495,yes,no,
2496,yes,no,no
2497,no,no,no
2498,no,no,no
2499,yes,no,no
2500,yes,no,no
2501,no,no,no
2502,no,no,
2503,no,no,
2504,yes,no,no
2505,no,no,
2506,no,no,no
2507,,,no
2508,yes,no,
2509,no,no,
2510,yes,no,
2511,no,no,
2512,yes,no,no
2513,yes,no,no
2514,no,no,no
2515,yes,no,no
2516,yes,no,no
2517,no,yes,no
2518,no,no,no
2519,no,no,no
2520,no,yes,no
2521,no,no,no
2522,yes,yes,no
2523,yes,no,no
2524,yes,no,no
2525,yes,no,
2526,,,no
2527,yes,no,no
2528,yes,no,no
2529,yes,no,no
2530,,,
2531,no,no,no
2532,yes,no,no
2533,yes,no,
2534,yes,no,
2535,yes,no,
2536,no,no,
2537,no,no,
2538,no,no,
2539,yes,yes,
2540,yes,no,no
2541,no,no,
2542,no,no,no
2543,no,no,no
2544,no,yes,
2545,yes,yes,no
2546,yes,yes,no
2547,yes,no,
2548,no,yes,
2549,,,no
2550,no,no,no
2551,no,no,no
2552,yes,no,no
2553,,,no
2554,no,no,
2555,yes,no,
2556,no,no,
2557,no,no,no
2558,yes,no,
2559,no,no,no
2560,yes,no,no
2561,no,no,no
2562,no,no,no
2563,no,no,no
2564,no,no,no
2565,no,no,no
2566,no,no,no
2567,no,yes,no
2568,no,no,no
2569,no,no,no
2570,no,no,no
2571,yes,no,no
2572,no,no,
2573,no,no,
2574,no,no,no
2575,no,no,no
2576,yes,no,no
2577,no,no,no
2578,no,no,no
2579,yes,no,no
2580,yes,no,no
2581,no,no,no
2582,yes,no,
2583,yes,no,no
2584,yes,no,no
2585,yes,no,no
2586,no,no,no
2587,no,no,no
2588,no,no,no
2589,no,no,no
2590,no,yes,
2591,yes,no,
2592,no,no,
2593,yes,yes,
2594,no,no,
2595,yes,no,no
2596,yes,no,
2597,yes,no,
2598,yes,no,
2599,no,no,no
2600,yes,no,
2601,no,no,no
2602,no,no,no
2603,yes,no,
2604,yes,no,no
2605,yes,no,
2606,yes,no,
2607,no,yes,no
2608,no,no,
2609,no,no,no
2610,yes,yes,no
2611,yes,yes,no
2612,yes,no,no
2613,no,no,no
2614,yes,no,no
2615,yes,no,
2616,no,no,no
2617,no,yes,no
2618,yes,no,no
2619,yes,no,no
2620,yes,no,no
2621,no,no,
2622,no,no,
2623,no,no,no
2624,,,
2625,yes,yes,no
2626,no,no,no
2627,yes,no,
2628,no,no,no
2629,no,no,
2630,no,no,no
2631,,,no
2632,,,no
2633,no,no,no
2634,yes,no,no
2635,no,no,no
2636,no,no,no
2637,yes,no,
2638,no,no,no
2639,no,no,no
2640,yes,no,no
2641,yes,no,no
2642,yes,no,no
2643,no,no,no
2644,no,yes,no
2645,yes,no,no
2646,yes,no,no
2647,no,yes,
2648,yes,no,no
2649,no,no,no
2650,yes,yes,no
2651,no,no,no
2652,no,no,
2653,no,no,no
2654,no,no,no
2655,yes,no,no
2656,no,no,no
2657,yes,yes,no
2658,no,no,
2659,no,no,no
2660,yes,no,
2661,yes,no,no
2662,yes,no,no
2663,no,no,
2664,yes,no,no
2665,no,no,no
2666,no,no,no
2667,yes,yes,no
2668,,,no
2669,yes,no,no
2670,no,no,
2671,no,no,
2672,yes,no,
2673,,,no
2674,no,no,
2675,yes,no,no
2676,no,no,no
2677,no,no,no
2678,yes,no,
2679,yes,no,no
2680,no,yes,no
2681,no,no,no
2682,yes,yes,no
2683,yes,yes,
2684,yes,no,no
2685,yes,no,
2686,no,no,no
2687,yes,no,no
2688,yes,no,
2689,yes,yes,
2690,yes,no,no
2691,yes,no,
2692,yes,yes,no
2693,yes,no,
2694,no,no,
2695,no,no,
2696,no,no,no
2697,no,no,no
2698,yes,no,
2699,no,no,no
2700,yes,no,no
2701,no,no,no
2702,no,no,no
2703,no,no,no
2704,yes,yes,
2705,no,no,no
2706,yes,no,no
2707,no,yes,
2708,yes,yes,no
2709,no,no,no
2710,no,no,no
2711,no,no,
2712,no,no,no
2713,no,no,
2714,yes,no,no
2715,no,yes,no
2716,yes,yes,no
2717,no,no,
2718,,,
2719,no,no,no
2720,no,no,no
2721,no,no,no
2722,no,no,
2723,no,no,
2724,,,
2725,no,no,
2726,yes,yes,no
2727,yes,no,no
2728,no,yes,
2729,no,no,no
2730,yes,no,no
2731,no,no,no
2732,no,no,no
2733,,,no
2734,yes,no,
2735,no,yes,no
2736,no,no,no
2737,yes,no,no
2738,,,
2739,no,no,no
2740,no,yes,no
2741,yes,no,no
2742,yes,no,no
2743,yes,yes,
2744,no,yes,
2745,yes,no,no
2746,yes,no,no
2747,yes,no,
2748,yes,no,
2749,yes,no,no
2750,no,no,
2751,no,yes,no
2752,no,no,no
2753,no,yes,no
2754,yes,no,
2755,yes,no,
2756,yes,no,
2757,yes,no,
2758,yes,no,no
2759,no,no,
2760,yes,yes,
2761,no,no,
2762,yes,no,
2763,yes,no,no
2764,no,no,no
2765,yes,no,no
2766,no,no,
2767,no,no,no
2768,no,yes,no
2769,no,no,no
2770,yes,no,no
2771,yes,no,no
2772,yes,no,
2773,yes,yes,
2774,yes,no,no
2775,no,no,no
2776,no,no,no
2777,yes,no,no
2778,no,no,
2779,yes,no,no
2780,yes,no,no
2781,no,no,
2782,no,no,no
2783,no,no,no
2784,no,no,no
2785,yes,no,no
2786,,,
2787,no,no,
2788,,,no
2789,,,
2790,yes,no,no
2791,no,no,no
2792,yes,no,no
2793,no,no,no
2794,no,no,no
2795,yes,no,no
2796,yes,no,
2797,yes,no,
2798,no,no,no
2799,no,no,no
2800,yes,no,no
2801,no,no,no
2802,yes,no,no
2803,no,no,no
2804,yes,no,no
2805,no,no,no
2806,yes,no,no
2807,yes,no,no
2808,no,no,no
2809,no,no,no
2810,no,no,no
2811,no,no,no
2812,yes,no,no
2813,no,yes,no
2814,no,no,no
2815,no,no,no
2816,no,no,
2817,yes,no,no
2818,yes,no,no
2819,no,no,no
2820,no,no,no
2821,no,no,no
2822,no,no,no
2823,yes,no,no
2824,no,no,no
2825,yes,no,no
2826,no,no,no
2827,yes,no,no
2828,yes,no,
2829,no,no,no
2830,no,no,no
2831,yes,yes,
2832,yes,no,
2833,yes,no,no
2834,no,no,
2835,no,no,no
2836,yes,no,no
2837,yes,yes,no
2838,no,yes,no
2839,no,yes,no
2840,no,no,
2841,yes,no,
2842,yes,no,no
2843,yes,yes,no
2844,no,no,no
2845,,,
2846,yes,no,no
2847,no,no,no
2848,no,no,no
2849,no,no,no
2850,no,no,no
2851,no,yes,no
2852,no,no,no
2853,no,no,no
2854,no,no,no
2855,no,no,no
2856,no,no,no
2857,yes,no,no
2858,yes,no,
2859,no,no,
2860,yes,no,
2861,yes,no,
2862,yes,no,no
2863,yes,no,no
2864,no,no,no
2865,no,no,no
2866,yes,no,
2867,yes,yes,
2868,no,no,no
2869,yes,no,no
2870,yes,no,no
2871,yes,no,no
2872,no,no,no
2873,no,no,
2874,yes,no,
2875,yes,no,
2876,yes,no,no
2877,no,no,
2878,no,no,no
2879,no,no,no
2880,yes,no,no
2881,yes,no,no
2882,yes,no,
2883,no,no,
2884,no,no,no
2885,yes,no,no
2886,no,no,no
2887,no,yes,no
2888,yes,no,no
2889,no,yes,
2890,yes,no,no
2891,no,no,no
2892,yes,no,
2893,no,no,
2894,yes,no,
2895,no,no,no
2896,no,no,
2897,yes,no,no
2898,no,no,no
2899,no,no,
2900,yes,no,no
2901,yes,no,
2902,no,no,no
2903,yes,no,no
2904,no,no,no
2905,yes,no,no
2906,yes,no,no
2907,no,no,no
2908,yes,yes,no
2909,no,no,no
2910,no,no,
2911,yes,no,no
2912,no,no,no
2913,no,no,
2914,yes,no,no
2915,no,no,
2916,no,no,no
2917,yes,yes,no
2918,no,no,no
2919,no,no,no
2920,no,no,no
2921,no,no,
2922,yes,yes,no
2923,no,no,no
2924,no,no,no
2925,no,no,no
2926,no,no,
2927,yes,no,no
2928,no,no,no
2929,no,no,no
2930,yes,yes,no
2931,no,no,no
2932,yes,yes,no
2933,no,no,no
2934,no,no,no
2935,,,no
2936,no,no,no
2937,no,no,
2938,no,no,no
2939,no,no,no
2940,no,no,
2941,yes,yes,no
2942,yes,no,no
2943,yes,no,
2944,no,no,
2945,no,no,no
2946,yes,no,no
2947,no,no,
2948,yes,no,no
2949,yes,no,no
2950,no,yes,no
2951,no,no,
2952,no,no,
2953,yes,no,no
2954,no,no,no
2955,no,no,
2956,yes,no,no
2957,yes,no,no
2958,no,no,no
2959,no,no,no
2960,yes,no,no
2961,yes,no,no
2962,no,no,no
2963,no,no,
2964,no,no,
2965,no,no,no
2966,no,no,no
2967,no,no,
2968,no,yes,no
2969,no,no,no
2970,yes,no,no
2971,yes,no,no
2972,no,no,no
2973,no,no,no
2974,yes,no,
2975,yes,no,
2976,no,no,no
2977,yes,no,no
2978,yes,yes,no
2979,no,no,no
2980,yes,no,
2981,yes,no,
2982,no,no,no
2983,no,no,no
2984,no,no,
2985,yes,no,no
2986,no,no,
2987,yes,no,
2988,no,no,
2989,yes,yes,no
2990,no,no,no
2991,yes,no,
2992,,,no
2993,no,no,no
2994,yes,yes,no
2995,no,no,no
2996,yes,no,no
2997,no,no,no
2998,no,no,no
2999,yes,yes,no
3000,yes,yes,no
3001,no,no,no
3002,no,no,
3003,no,no,no
3004,no,no,no
3005,yes,no,no
3006,no,no,no
3007,no,no,no
3008,,,no
3009,no,no,
3010,no,no,
3011,no,no,no
3012,no,no,
3013,yes,yes,no
3014,no,yes,
3015,yes,no,no
3016,no,no,no
3017,yes,no,no
3018,no,no,no
3019,no,no,no
3020,yes,no,no
3021,no,no,no
3022,no,no,no
3023,no,no,no
3024,yes,no,no
3025,yes,yes,no
3026,no,no,no
3027,yes,yes,no
3028,yes,no,no
3029,yes,no,no
3030,yes,no,no
3031,no,no,no
3032,no,no,
3033,no,no,
3034,yes,no,
3035,no,yes,
3036,no,yes,no
3037,no,yes,no
3038,no,no,no
3039,yes,no,no
3040,no,no,no
3041,yes,no,no
3042,no,no,
3043,yes,no,no
3044,no,no,no
3045,no,no,
3046,no,yes,
3047,no,yes,
3048,no,no,no
3049,yes,no,
3050,no,yes,no
3051,no,no,no
3052,no,yes,
3053,no,yes,
3054,no,yes,
3055,yes,no,no
3056,no,no,no
3057,no,no,no
3058,no,no,no
3059,no,yes,no
3060,yes,no,no
3061,yes,yes,no
3062,yes,no,
3063,yes,no,
3064,yes,no,no
3065,no,no,
3066,no,yes,no
3067,yes,yes,no
3068,no,no,
3069,no,no,no
3070,yes,no,no
3071,yes,yes,
3072,yes,no,no
3073,yes,no,
3074,no,no,
3075,no,no,
3076,no,no,no
3077,no,yes,no
3078,yes,no,no
3079,no,no,
3080,yes,no,no
3081,no,no,no
3082,yes,no,no
3083,no,no,
3084,no,no,no
3085,yes,no,no
3086,no,no,
3087,no,no,
3088,yes,no,no
3089,yes,no,no
3090,no,yes,no
3091,no,no,no
3092,yes,no,
3093,no,no,
3094,yes,no,
3095,no,no,
3096,,,
3097,no,no,no
3098,no,yes,no
3099,no,no,
3100,no,no,no
3101,no,no,
3102,yes,no,no
3103,yes,no,no
3104,no,no,no
3105,no,yes,no
3106,yes,no,
3107,yes,no,no
3108,yes,no,no
3109,no,no,no
3110,no,no,no
3111,no,no,
3112,no,no,no
3113,no,no,no
3114,no,no,no
3115,no,no,no
3116,,,
3117,no,no,no
3118,yes,no,no
3119,no,no,
3120,yes,yes,no
3121,no,no,no
3122,yes,no,no
3123,yes,yes,no
3124,no,no,no
3125,yes,yes,
3126,yes,no,no
3127,no,no,no
3128,no,no,no
3129,yes,no,
3130,yes,no,no
3131,yes,yes,
3132,no,no,
3133,no,no,no
3134,no,no,no
3135,yes,no,no
3136,no,no,no
3137,no,no,no
3138,no,no,
3139,no,no,
3140,yes,no,
3141,yes,no,
3142,yes,no,no
3143,yes,no,no
3144,yes,no,no
3145,no,no,no
3146,yes,no,
3147,no,no,no
3148,no,no,no
3149,no,no,no
